"source_csv","match_key","match_value","secondary_key","secondary_value","used_in_surface","text_column","text_type","current_text","??o????","operator_note"
"term_dictionary_normalized.csv","term_id","generalCancer","term_label","????","bottom_sheet|inline_highlight","legal_notice","???????????","????? ?????? ????? ?? ????? ?????.","","rider_catalog?? minor_category=????? ???? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","term_label","????","????","","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","aliases_csv","????","????","","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","plain_summary","????","???????????? ??????? ??? ??? ??????.","?????? ???????????? ??????? ??? ?????.","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","why_it_matters","????","???? ???? ????????? ?????????? ???? ???? ???? ?��??? ??? ????? ?? ??????.","???? ???? ??????? ???? ???��? ???? ???? ???? ?��??? ??? ????? ?? ????.","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","fit_case","????","???? ?��? ???????? ?????? ???? ???? ??? ???? ???? ???��? ??? ???�X?? ????.","???? ?��???? ???? ???? ???? ???? ???? ???��? ??? ???? ?????.","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","caution","????","?????? ??? ?????? ???? ???? ?? ???? ??? ???? ???????? ???????? ??? ?????? ???????.","??????? ??? ??? ?????? ?? ??????. ?? ???? ???? ???????? ???????? ????? ???? ?????? ???.","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","detail_example","????","??: ??????? ????? ????? ?????? ??? ???? ???���??? ?? ???? ??????.","???? ??? ??????? ????? ????? ?????? ??? ???? ???���??? ?? ???? ?????.","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","compare_target_ids_csv","????","integratedTreatment-vs-nonCoveredTreatment","","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","nonCovered","term_label","????","bottom_sheet|inline_highlight","legal_notice","???????????","????? ?????? ????? ?? ????? ?????.","","rider_catalog?? ???? ???? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","term_label","????","??????????","","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","aliases_csv","????","??????????|??????","","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","plain_summary","????","???? ????? ???? ?????????????? ?????? ?????????? ??? ??????.","?????????????? ?��??? ???????? ???? ??? ???? ???? ?????????.","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","why_it_matters","????","???? ?? ??? ??????? ?????????? ?????? ?????? ???? ?????? ?????? ?? ??????.","???? ???? ???? ?????? ?????? ???? ????? ????? ?? ????.","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","fit_case","????","??? ??? ???? ?????????? ???? ??????? ??????? ???? ?????? ?????? ???? ??? ?? ?? ??????.","??? ?????? ???? ??? ???????? ????????? ???? ???? ???? ?? ????? ???? ?????.","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","caution","????","????? ? ???????? ???? ???? ???? ???????? ????? ???????.","????? ? ???????? ???? ???????? ???? ????. ?????????? ?????? ??? ?????? ?????.","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","detail_example","????","??: ?????��?? ?��?????? ????��??o?? ?????????????? ?????? ?????? ??????.","???? ??? ?????��????? ?��??????o?? ?????????????? ?��??? ???? ???? ?? ????.","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","compare_target_ids_csv","????","treatment-vs-tertiaryTreatment","","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","tertiaryHospital","term_label","??????????","bottom_sheet|inline_highlight","legal_notice","???????????","????? ?????? ????? ?? ????? ?????.","","rider_catalog?? ?????? minor_category?? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","term_label","????","???????","","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","aliases_csv","????","???????","","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","plain_summary","????","???? ???? ?????? ???? ???? ??? ????? ???? ??????.","???????? ???? ???? ?????? ????? ???? ??? ???? ???? ?????????.","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","why_it_matters","????","??? ??? ???? ?????? ?????? ???? ??? ???? ??????? ?????? ???? ?????? ???? ?????? ????? ?? ??????.","??? ??? ??? ????????, ???? ???? ???? ??? ????? ??? ???????? ?????? ?? ????.","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","fit_case","????","???? ???? ?? ??? ???? ????? ??????? ?????? ???? ??? ?????? ????.","???? ???? ?? ??? ???????? ???? ???? ???? ?? ???? ???? ?????.","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","caution","????","?? ?????? ??????? ?????????? ????? ???? ???? ?????? ???????.","?? ?????? ???????? ???????? ??? ?????? ?????.","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","detail_example","????","??: ???? ??????? ????????? ??????? ????? ???o?? ??�� ???????.","???? ??? ????, ???????, ????????o?? ??? ?????? ?��??? ????? ???? ??? ?? ????.","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","compare_target_ids_csv","????","integratedTreatment-vs-directTreatment","","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","directTreatment","term_label","???????","bottom_sheet|inline_highlight","legal_notice","???????????","????? ?????? ????? ?? ????? ?????.","","rider_catalog?? ??????? ???? minor_category??? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","term_label","????","???????","","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","aliases_csv","????","???????|??? ?? ???","","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","plain_summary","????","???? ???? ?????? ???? ???? ??????? ???????.","??????? ???? ???? ?????????.","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","why_it_matters","????","??????? ??? ??? ???????? ???? 1? ?????????? ???? ?? ??????? ????????.","??????? ??u?? ????, ????? ???? ???? ???????? ?????? ?? ????.","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","fit_case","????","??? ??? ????? ???? ???? ???????? ???? ??? ??? ???? ???????? ?????? ???? ??? ????????.","??? ??? ????? ????? ???�� ???? ?????? ???? ?? ???�X?? ?????.","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","caution","????","?? ???? ?? ????? ?????????? ??? ?????? ???????.","?? ????? ????????? ??? ?????? ?????.","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","detail_example","????","??: ??? ??? ?? ??????? ???? ???? ??? ???????? ???? ???? ?? ??????.","???? ??? ??????? ??????? ??? ???? ??? ?? ????.","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","compare_target_ids_csv","????","directTreatment-vs-drugRadiation","","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerDrug","term_label","???????","bottom_sheet|inline_highlight","legal_notice","???????????","????? ?????? ????? ?? ????? ?????.","","rider_catalog?? minor_category=??? ?? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","term_label","????","????????","","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","aliases_csv","????","????????|??? ??? ???","","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","plain_summary","????","???? ???? ?????? ???? ????? ?????? ???????.","???????? ???? ???? ?????????.","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","why_it_matters","????","???????? ?????? ???????? ?? ????? ??? ??? ??u?? ?????? ???? ??�� ???????.","??????? ??u?? ????, ?????? ???? ???? ???????? ?????? ?? ????.","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","fit_case","????","??? ??? ???? ???��? ?��???? ???? ???? ??? ????? ?? ??????.","??? ??? ????? ?????? ???�� ???? ?????? ???? ?? ???�X?? ?????.","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","caution","????","??? ?????? ???? ?????? ????? ??????? ????? ???? ?????? ?��? ?????? ?? ????.","?? ?????? ????????? ??? ?????? ?????.","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","detail_example","????","??: ??? ???? ?????? ??? ???? ??????? ???o?? ????.","???? ??? ?? ??? ?????? ?????? ???? ??? ?? ????.","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","compare_target_ids_csv","????","directTreatment-vs-drugRadiation","","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"term_dictionary_normalized.csv","term_id","antiCancerRadiation","term_label","????????","bottom_sheet|inline_highlight","legal_notice","???????????","????? ?????? ????? ?? ????? ?????.","","rider_catalog?? minor_category=??? ??? ???? ???? ???"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","left_title","????","?????","","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","left_fit_case","????","?? ???????? ??? ?????? ???? ????? ??? ???? ???? ???","?? ???????? ??? ?????? ???? ????? ???? ???? ???? ?? ???�X?? ?????.","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","right_title","????","????","","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","right_fit_case","????","?? ???? ?????? ???? ??????? ???? ???","?? ???? ?????? ???? ??????? ???? ?? ???? ?????.","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","difference_point_1","????","??????? ??? ?? ?????? ??? ????? ?? ??? ?????? ?????.","??????? ??? ?? ?????? ??? ????? ?? ??? ?????? ????.","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","difference_point_2","????","?????? ???? ???? 1? ???? ???????? ??????? ????.","?????? ???? ???? 1? ???? ???????? ??????? ???.","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","difference_point_3","????","?? ?? ?? ?????? ??????? ???? ????? ?��? ?????? ??????.","?? ?? ?? ?????? ???????, ???? ????? ?��? ?????? ????.","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","legal_notice","???????????","???? ?? ?????? ?????? ???? ???? ???��? ????? ?? ????? ?????.","???? ?? ?????? ?????? ???? ???? ???��? ????? ?? ????? ?????.","data.js comparisons['integratedCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","left_title","????","????","","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","left_fit_case","????","?????? ??? ?????o?? ???? ???? ?��??? ?n??? ???","????????? ??? ?????o?? ???? ???? ???? ???? ???? ???? ?? ???�X?? ?????.","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","right_title","????","????","","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","right_fit_case","????","?? ?? ???? ?????? ???? ??????? ???? ???","?? ?? ???? ?????? ???? ??????? ???? ?? ???? ?????.","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","difference_point_1","????","?????? ??????? ???? ????? ??? ?????? ?????? ???????.","?????? ??????? ???? ????? ??? ?????? ??�� ????.","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","difference_point_2","????","?????? ?? ???? ???? ?????? ?????? ??? ?????? ???? ?��??? ?????? ????.","?????? ?? ???? ?????? ?????? ?????? ???.","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","difference_point_3","????","???? ?? ????o?? ?????? ?? ???? ??? ????? ????????? ??? ????????.","???? ?? ????o?? ??????, ?? ???? ??? ??????? ????.","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","smallCancer-vs-generalCancer","used_in_surface","comparison_drawer","comparison_drawer","legal_notice","???????????","???????? ???? ?? ?????? ???? ?????? ????? ?? ????? ?????.","???????? ???? ?? ?????? ???? ?????? ????? ?? ????? ?????.","data.js comparisons['smallCancer-vs-generalCancer']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","left_title","????","?? ???? ???","","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","left_fit_case","????","??? ???? ????? ??????? ?��? ???? ?????? ?????? ???? ???","?????? ??????? ?��? ???? ??? ?????? ?????? ???? ?? ???�X?? ?????.","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","right_title","????","?? ???","","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","right_fit_case","????","??????? ??????? ???? ???? ?????? ???? ???? ???","??????? ??????? ???? ???? ?????? ???? ???? ???? ?? ???? ?????.","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","difference_point_1","????","?? ???? ???? ??? ???? ??????? ?? ?��? ???? ???????.","?? ???? ???? ???, ????, ??????? ?��? ?????? ?? ?? ????.","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","difference_point_2","????","?? ???? ??????? ??????? 10?? ???? ?? ???? ?????? ???? ????????.","?? ???????? ??? ?????? ?��??? ????, ???, ????? ??????? ????.","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","difference_point_3","????","???? ?????? ?��? ??????? ???? ?????? ????? ?????? ???? ????.","???? ?????? ?��? ?????? ???? ?????? ???? ?????? ???? ????.","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-directTreatment","used_in_surface","comparison_drawer","comparison_drawer","legal_notice","???????????","?? ??? ?????????? ???? ????? ????? ?? ????? ?????.","?? ??? ?????????? ???? ????? ????? ?? ????? ?????.","data.js comparisons['integratedTreatment-vs-directTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-nonCoveredTreatment","used_in_surface","comparison_drawer","comparison_drawer","left_title","????","?? ???? ???","","data.js comparisons['integratedTreatment-vs-nonCoveredTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-nonCoveredTreatment","used_in_surface","comparison_drawer","comparison_drawer","left_fit_case","????","?? ???? ??? ?????? ???? ??????? ???? ???","?? ???? ??? ?????? ???? ??????? ???? ?? ???? ?????.","data.js comparisons['integratedTreatment-vs-nonCoveredTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-nonCoveredTreatment","used_in_surface","comparison_drawer","comparison_drawer","right_title","????","?? ???? ???(????????)","","data.js comparisons['integratedTreatment-vs-nonCoveredTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-nonCoveredTreatment","used_in_surface","comparison_drawer","comparison_drawer","right_fit_case","????","????????? ??????? ??? ???? ?��???? ???? ???? ???? ???","????????? ??????? ??? ???? ?��???? ???? ???? ???? ?? ???�X?? ?????.","data.js comparisons['integratedTreatment-vs-nonCoveredTreatment']?? 1:1 ????"
"comparison_mapping_normalized.csv","comparison_id","integratedTreatment-vs-nonCoveredTreatment","used_in_surface","comparison_drawer","comparison_drawer","difference_point_1","????","???? ???????? ???????????? ??????? ??? ??? ???? ???���? ?????? ??? ?????.","?? ???? ???? ??u ??? ???? ?��? ???? ????????.","data.js comparisons['integratedTreatment-vs-nonCoveredTreatment']?? 1:1 ????"
